Period,Region,DirectTax,IndirectTax
Jul-97,Ilala, -   , -   
Aug-97,Ilala, -   , -   
Sep-97,Ilala, -   , -   
Oct-97,Ilala, -   , -   
Nov-97,Ilala, -   , -   
Dec-97,Ilala, -   , -   
Jan-98,Ilala, -   , -   
Feb-98,Ilala, -   , -   
Mar-98,Ilala, -   , -   
Apr-98,Ilala, -   , -   
May-98,Ilala, -   , -   
Jun-98,Ilala, -   , -   
Jul-98,Ilala, -   , -   
Aug-98,Ilala, -   , -   
Sep-98,Ilala, -   , -   
Oct-98,Ilala, -   , -   
Nov-98,Ilala, -   , -   
Dec-98,Ilala, -   , -   
Jan-99,Ilala, -   , -   
Feb-99,Ilala, -   , -   
Mar-99,Ilala, -   , -   
Apr-99,Ilala, -   , -   
May-99,Ilala, -   , -   
Jun-99,Ilala, -   , -   
Jul-99,Ilala, -   , -   
Aug-99,Ilala, -   , -   
Sep-99,Ilala, -   , -   
Oct-99,Ilala, -   , -   
Nov-99,Ilala, -   , -   
Dec-99,Ilala, -   , -   
Jan-00,Ilala, -   , -   
Feb-00,Ilala, -   , -   
Mar-00,Ilala, -   , -   
Apr-00,Ilala, -   , -   
May-00,Ilala, -   , -   
Jun-00,Ilala, -   , -   
Jul-00,Ilala, -   , -   
Aug-00,Ilala, -   , -   
Sep-00,Ilala, -   , -   
Oct-00,Ilala, -   , -   
Nov-00,Ilala, -   , -   
Dec-00,Ilala, -   , -   
Jan-01,Ilala, -   , -   
Feb-01,Ilala, -   , -   
Mar-01,Ilala, -   , -   
Apr-01,Ilala, -   , -   
May-01,Ilala, -   , -   
Jun-01,Ilala, -   , -   
Jul-01,Ilala, -   , -   
Aug-01,Ilala, -   , -   
Sep-01,Ilala, -   , -   
Oct-01,Ilala, -   , -   
Nov-01,Ilala, -   , -   
Dec-01,Ilala, -   , -   
Jan-02,Ilala, -   , -   
Feb-02,Ilala, -   , -   
Mar-02,Ilala, -   , -   
Apr-02,Ilala, -   , -   
May-02,Ilala, -   , -   
Jun-02,Ilala, -   , -   
Jul-02,Ilala, -   , -   
Aug-02,Ilala, -   , -   
Sep-02,Ilala, -   , -   
Oct-02,Ilala, -   , -   
Nov-02,Ilala, -   , -   
Dec-02,Ilala, -   , -   
Jan-03,Ilala, -   , -   
Feb-03,Ilala, -   , -   
Mar-03,Ilala, -   , -   
Apr-03,Ilala, -   , -   
May-03,Ilala, -   , -   
Jun-03,Ilala, -   , -   
Jul-03,Ilala, -   , -   
Aug-03,Ilala, -   , -   
Sep-03,Ilala, -   , -   
Oct-03,Ilala, -   , -   
Nov-03,Ilala, -   , -   
Dec-03,Ilala, -   , -   
Jan-04,Ilala, -   , -   
Feb-04,Ilala, -   , -   
Mar-04,Ilala, -   , -   
Apr-04,Ilala, -   , -   
May-04,Ilala, -   , -   
Jun-04,Ilala, -   , -   
Jul-04,Ilala, -   , -   
Aug-04,Ilala, -   , -   
Sep-04,Ilala, -   , -   
Oct-04,Ilala, -   , -   
Nov-04,Ilala, -   , -   
Dec-04,Ilala, -   , -   
Jan-05,Ilala, -   , -   
Feb-05,Ilala, -   , -   
Mar-05,Ilala, -   , -   
Apr-05,Ilala, -   , -   
May-05,Ilala, -   , -   
Jun-05,Ilala, -   , -   
Jul-05,Ilala," 9,063,000,000.0 ", -   
Aug-05,Ilala," 12,557,000,000.0 ", -   
Sep-05,Ilala," 11,392,100,000.0 "," 4,770,100,000.00 "
Oct-05,Ilala," 5,837,300,000.0 "," 4,027,990,000.00 "
Nov-05,Ilala," 4,734,700,000.0 "," 4,074,200,000.00 "
Dec-05,Ilala," 10,252,100,000.0 "," 3,419,600,000.00 "
Jan-06,Ilala," 5,908,800,000.0 "," 3,791,500,000.00 "
Feb-06,Ilala," 6,014,000,000.0 "," 4,086,113,000.00 "
Mar-06,Ilala," 8,531,700,000.0 "," 3,431,100,000.00 "
Apr-06,Ilala," 5,153,000,000.0 "," 3,518,900,000.00 "
May-06,Ilala," 5,885,100,000.0 "," 4,531,400,000.00 "
Jun-06,Ilala," 10,286,200,000.0 "," 4,769,300,000.00 "
Jul-06,Ilala," 5,525,200,000.0 "," 5,108,500,000.00 "
Aug-06,Ilala," 6,949,100,000.0 "," 5,838,300,000.00 "
Sep-06,Ilala," 9,276,750,000.0 "," 4,530,510,000.00 "
Oct-06,Ilala," 6,480,100,000.0 "," 4,302,700,000.00 "
Nov-06,Ilala," 6,515,010,000.0 "," 4,411,700,000.00 "
Dec-06,Ilala," 12,728,700,000.0 "," 3,590,800,000.00 "
Jan-07,Ilala," 6,994,990,073.1 "," 4,040,985,842.69 "
Feb-07,Ilala," 6,612,562,781.6 "," 5,241,327,873.30 "
Mar-07,Ilala," 11,297,840,938.7 "," 4,383,414,119.29 "
Apr-07,Ilala," 6,674,009,768.8 "," 4,571,227,007.00 "
May-07,Ilala," 6,976,120,665.3 "," 5,245,939,711.60 "
Jun-07,Ilala," 11,887,363,737.0 "," 5,344,799,808.00 "
Jul-07,Ilala," 7,472,403,766.0 "," 6,843,474,724.00 "
Aug-07,Ilala," 8,774,502,763.0 "," 8,118,265,866.00 "
Sep-07,Ilala," 13,548,369,713.0 "," 7,188,736,690.00 "
Oct-07,Ilala," 8,892,974,737.0 "," 7,178,081,456.00 "
Nov-07,Ilala," 9,463,070,662.0 "," 7,041,811,706.00 "
Dec-07,Ilala," 15,697,079,705.0 "," 7,563,501,897.00 "
Jan-08,Ilala," 9,113,785,235.0 "," 5,694,611,232.00 "
Feb-08,Ilala," 10,920,752,060.0 "," 7,532,670,503.00 "
Mar-08,Ilala," 13,596,321,622.0 "," 6,852,144,893.00 "
Apr-08,Ilala," 8,914,195,912.0 "," 7,173,651,711.00 "
May-08,Ilala," 10,691,100,000.0 "," 7,563,000,000.00 "
Jun-08,Ilala," 14,311,913,122.0 "," 6,485,251,265.00 "
Jul-08,Ilala," 11,504,467,553.0 "," 6,379,383,002.00 "
Aug-08,Ilala," 10,583,431,933.0 "," 9,181,228,525.00 "
Sep-08,Ilala," 14,025,133,161.0 "," 10,004,813,238.00 "
Oct-08,Ilala," 15,187,490,194.0 "," 6,528,858,543.00 "
Nov-08,Ilala," 14,055,146,858.0 "," 6,667,809,733.00 "
Dec-08,Ilala," 25,029,122,075.0 "," 6,081,127,625.00 "
Jan-09,Ilala," 12,180,853,578.0 "," 9,118,216,706.00 "
Feb-09,Ilala," 12,677,091,593.0 "," 7,315,585,635.00 "
Mar-09,Ilala," 21,826,059,795.0 "," 7,822,031,196.00 "
Apr-09,Ilala," 11,850,616,290.0 "," 6,798,500,000.00 "
May-09,Ilala," 13,470,759,887.0 "," 8,042,593,204.00 "
Jun-09,Ilala," 19,437,651,870.0 "," 10,446,952,329.00 "
Jul-09,Ilala," 13,311,346,837.0 "," 8,746,327,706.00 "
Aug-09,Ilala," 12,349,320,191.0 "," 7,090,370,729.00 "
Sep-09,Ilala," 15,605,928,025.0 "," 8,601,004,395.00 "
Oct-09,Ilala," 11,634,439,321.0 "," 10,026,919,706.00 "
Nov-09,Ilala," 12,600,781,038.0 "," 8,423,070,105.00 "
Dec-09,Ilala," 21,114,437,208.0 "," 8,775,031,980.00 "
Jan-10,Ilala," 12,188,733,009.0 "," 9,218,569,672.00 "
Feb-10,Ilala," 10,669,216,755.0 "," 9,059,256,196.00 "
Mar-10,Ilala," 19,719,522,922.0 "," 7,907,482,621.00 "
Apr-10,Ilala," 9,890,777,901.0 "," 9,242,490,942.00 "
May-10,Ilala," 13,290,183,134.0 "," 9,092,314,583.00 "
Jun-10,Ilala," 20,049,443,756.0 "," 10,168,971,604.00 "
Jul-10,Ilala," 13,541,233,218.0 "," 10,008,935,952.00 "
Aug-10,Ilala," 14,311,975,271.0 "," 11,218,392,291.00 "
Sep-10,Ilala," 19,983,994,858.0 "," 12,544,011,510.00 "
Oct-10,Ilala," 12,862,366,204.0 "," 11,564,473,964.00 "
Nov-10,Ilala," 17,927,369,742.0 "," 11,773,558,186.00 "
Dec-10,Ilala," 24,238,032,093.0 "," 16,592,092,353.00 "
Jan-11,Ilala," 15,355,998,235.0 "," 10,200,374,029.00 "
Feb-11,Ilala," 14,779,876,154.0 "," 10,612,764,668.00 "
Mar-11,Ilala," 24,208,058,890.0 "," 12,481,304,756.00 "
Apr-11,Ilala," 13,468,629,335.0 "," 8,859,381,174.00 "
May-11,Ilala," 16,777,515,254.0 "," 11,834,761,716.00 "
Jun-11,Ilala," 26,555,795,260.0 "," 11,851,109,711.00 "
Jul-11,Ilala," 15,216,762,812.0 "," 10,518,710,113.00 "
Aug-11,Ilala," 17,329,145,726.0 "," 11,538,584,018.00 "
Sep-11,Ilala," 20,586,569,470.0 "," 12,598,431,975.00 "
Oct-11,Ilala," 19,953,948,651.6 "," 12,834,997,141.50 "
Nov-11,Ilala," 17,210,321,802.5 "," 12,241,355,401.90 "
Dec-11,Ilala," 28,674,870,445.8 "," 12,305,647,638.52 "
Jan-12,Ilala," 18,020,722,135.7 "," 11,065,253,845.34 "
Feb-12,Ilala," 15,821,944,700.3 "," 14,063,386,371.78 "
Mar-12,Ilala," 26,766,543,611.1 "," 12,942,952,988.00 "
Apr-12,Ilala," 15,793,088,687.4 "," 14,684,253,624.23 "
May-12,Ilala," 21,371,516,267.0 "," 11,061,489,191.00 "
Jun-12,Ilala," 40,458,170,343.6 "," 18,951,482,132.70 "
Jul-12,Ilala," 26,094,679,826.3 "," 13,052,416,070.15 "
Aug-12,Ilala," 26,683,202,014.0 "," 16,958,470,659.75 "
Sep-12,Ilala," 30,794,392,232.3 "," 17,079,313,114.36 "
Oct-12,Ilala," 28,376,420,801.6 "," 16,065,279,254.04 "
Nov-12,Ilala," 19,637,397,664.0 "," 15,265,884,916.96 "
Dec-12,Ilala," 20,525,005,257.0 "," 14,687,302,799.29 "
Jan-13,Ilala," 28,923,791,763.6 "," 12,881,080,738.21 "
Feb-13,Ilala," 21,891,039,264.0 "," 24,714,322,665.09 "
Mar-13,Ilala," 39,382,233,908.6 "," 15,516,737,702.94 "
Apr-13,Ilala," 25,630,113,344.9 "," 13,526,935,034.17 "
May-13,Ilala," 29,100,759,642.6 "," 17,812,410,016.41 "
Jun-13,Ilala," 40,629,513,692.1 "," 19,349,859,332.81 "
Jul-13,Ilala," 24,576,218,190.9 "," 15,463,817,572.20 "
Aug-13,Ilala," 27,719,978,340.9 "," 17,912,265,759.42 "
Sep-13,Ilala," 32,272,617,277.3 "," 17,089,389,007.99 "
Oct-13,Ilala," 30,114,282,321.4 "," 17,045,298,534.04 "
Nov-13,Ilala," 25,526,262,821.2 "," 15,724,089,298.90 "
Dec-13,Ilala," 43,652,620,864.7 "," 17,849,614,293.27 "
Jan-14,Ilala," 70,809,412,990.4 "," 16,412,164,379.28 "
Feb-14,Ilala," 31,349,765,832.8 "," 17,341,289,301.84 "
Mar-14,Ilala," 41,484,879,662.8 "," 18,646,663,863.45 "
Apr-14,Ilala," 28,594,107,955.4 "," 17,369,205,902.96 "
May-14,Ilala," 27,405,358,725.6 "," 17,429,524,327.17 "
Jun-14,Ilala," 53,419,442,225.3 "," 18,648,695,465.89 "
Jul-14,Ilala," 30,983,656,257.6 "," 20,010,944,233.34 "
Aug-14,Ilala," 32,744,201,212.6 "," 19,435,076,744.45 "
Sep-14,Ilala," 38,068,162,385.9 "," 21,066,042,160.31 "
Oct-14,Ilala," 38,098,278,925.6 "," 24,262,242,352.10 "
Nov-14,Ilala," 33,914,025,160.7 "," 21,701,779,378.86 "
Dec-14,Ilala," 57,699,252,449.5 "," 23,880,031,099.73 "
Jan-15,Ilala," 31,671,304,399.7 "," 22,571,390,255.42 "
Feb-15,Ilala," 33,208,515,324.9 "," 18,612,881,178.61 "
Mar-15,Ilala," 42,752,936,291.0 "," 22,131,047,261.32 "
Apr-15,Ilala," 33,587,922,501.4 "," 19,638,070,491.12 "
May-15,Ilala," 30,245,623,025.8 "," 19,900,585,680.04 "
Jun-15,Ilala," 52,138,075,931.6 "," 21,916,097,045.32 "
Jul-15,Ilala," 32,826,516,247.5 "," 26,582,013,376.62 "
Aug-15,Ilala," 34,084,755,148.4 "," 25,388,319,942.83 "
Sep-15,Ilala," 45,457,823,959.6 "," 26,939,127,371.50 "
Oct-15,Ilala," 44,669,760,882.8 "," 29,537,295,124.44 "
Nov-15,Ilala," 40,451,443,256.2 "," 26,814,681,317.52 "
Dec-15,Ilala," 68,773,334,238.6 "," 32,907,835,927.71 "
Jan-16,Ilala," 40,962,631,231.0 "," 29,047,899,112.40 "
Feb-16,Ilala," 37,347,137,670.1 "," 31,632,748,666.64 "
Mar-16,Ilala," 51,718,900,397.9 "," 34,760,977,976.90 "
Apr-16,Ilala," 40,318,980,620.4 "," 26,552,402,592.31 "
May-16,Ilala," 35,701,762,106.3 "," 32,817,668,239.34 "
Jun-16,Ilala," 72,743,167,273.7 "," 32,165,559,627.61 "
Jul-16,Ilala," 44,395,291,555.4 "," 33,495,732,959.39 "
Aug-16,Ilala," 43,923,739,367.5 "," 67,247,023,036.80 "
Sep-16,Ilala," 55,542,351,020.8 "," 35,212,367,213.07 "
Oct-16,Ilala," 39,350,722,199.2 "," 34,971,111,947.14 "
Nov-16,Ilala," 40,349,629,694.7 "," 37,249,824,671.68 "
Dec-16,Ilala," 67,282,945,709.7 "," 33,828,194,444.14 "
Jan-17,Ilala," 43,123,497,116.0 "," 35,042,742,361.63 "
Feb-17,Ilala," 43,810,687,290.3 "," 33,217,646,356.77 "
Mar-17,Ilala," 59,950,844,017.2 "," 32,329,607,452.85 "
Apr-17,Ilala," 40,176,527,391.5 "," 29,106,658,778.88 "
May-17,Ilala," 48,345,567,759.2 "," 30,854,329,039.65 "
Jun-17,Ilala," 62,647,570,348.7 "," 29,449,476,156.17 "
Jul-17,Ilala," 59,857,418,432.0 "," 27,371,475,054.81 "
Aug-17,Ilala," 46,555,935,693.7 "," 30,477,863,752.49 "
Sep-17,Ilala," 60,039,288,052.3 "," 32,281,393,534.72 "
Oct-17,Ilala," 59,093,331,394.1 "," 33,671,230,387.70 "
Nov-17,Ilala," 40,354,755,003.1 "," 34,645,237,937.89 "
Dec-17,Ilala," 60,754,345,191.4 "," 87,857,367,306.34 "
Jan-18,Ilala," 41,844,113,443.6 "," 42,508,993,502.3 "
Feb-18,Ilala," 56,842,697,274.3 "," 35,441,239,464.5 "
Mar-18,Ilala," 68,593,829,348.6 "," 36,857,710,243.1 "
Apr-18,Ilala," 41,593,804,548.2 "," 34,671,072,595.4 "
May-18,Ilala," 39,198,455,269.0 "," 35,910,522,847.9 "
Jun-18,Ilala," 60,647,160,544.7 "," 30,585,963,863.6 "
Jul-18,Ilala," 37,205,578,071.5 "," 32,002,760,558.3 "
Aug-18,Ilala," 50,609,345,452.0 "," 51,639,352,582.4 "
Sep-18,Ilala," 45,319,702,076.5 "," 38,464,639,864.5 "
Oct-18,Ilala," 42,612,138,479.3 "," 37,564,124,069.4 "
Nov-18,Ilala," 42,617,823,514.5 "," 38,922,988,054.8 "
Dec-18,Ilala," 72,750,513,706.5 "," 35,791,649,944.16 "
Jan-19,Ilala," 52,550,529,704.2 "," 38,975,534,175.3 "
Feb-19,Ilala," 31,623,686,029.5 "," 39,983,051,965.8 "
Mar-19,Ilala," 64,268,131,343.3 "," 33,304,351,652.9 "
Apr-19,Ilala, -   ," 35,956,126,748.6 "
May-19,Ilala, -   ," 39,592,461,052.5 "
Jun-19,Ilala, -   ," 37,215,605,006.8 "
Jul-19,Ilala," 48,587,977,318.9 "," 36,854,031,358.8 "
Aug-19,Ilala," 47,942,003,473.7 "," 34,470,142,569.6 "
Sep-19,Ilala," 193,925,056,514.6 "," 34,261,042,278.18 "
Oct-19,Ilala," 42,441,987,130.5 "," 40,307,237,447.1 "
Nov-19,Ilala," 39,733,366,172.4 "," 26,007,251,576.7 "
Dec-19,Ilala," 96,793,778,159.2 "," 26,147,977,504.0 "
Jan-20,Ilala," 44,071,404,799.3 ", -   
Feb-20,Ilala," 50,004,181,894.2 ", -   
Mar-20,Ilala," 71,278,555,216.7 ", -   
Apr-20,Ilala," 45,278,595,544.7 "," 20,232,930,889.1 "
May-20,Ilala," 44,717,625,232.7 "," 24,079,380,151.6 "
Jun-20,Ilala," 63,857,356,742.7 "," 84,150,557,460.4 "
Jul-20,Ilala," 43,449,762,545.5 "," 21,806,883,962.0 "
Aug-20,Ilala," 44,925,152,136.6 "," 28,845,652,489.0 "
Sep-20,Ilala," 61,061,573,285.4 "," 31,921,258,788.3 "
Oct-20,Ilala," 53,566,059,672.1 "," 26,041,492,678.6 "
Nov-20,Ilala," 37,445,219,021.3 "," 28,751,781,797.3 "
Dec-20,Ilala," 71,857,867,107.5 "," 27,410,100,583.02 "
Jan-21,Ilala," 45,199,170,456.2 "," 28,321,814,328.1 "
Feb-21,Ilala," 40,701,774,372.0 "," 25,167,069,158.1 "
Mar-21,Ilala," 60,039,360,749.2 "," 31,609,208,642.6 "
Apr-21,Ilala," 49,777,404,154.2 "," 26,547,093,073.1 "
May-21,Ilala," 41,696,543,755.9 "," 21,539,551,470.6 "
Jun-21,Ilala," 61,601,776,827.9 "," 21,854,404,000.6 "
Jul-21,Ilala," 45,320,891,952.4 "," 29,131,170,838.2 "
Aug-21,Ilala," 45,887,599,369.6 "," 25,006,723,004.0 "
Sep-21,Ilala," 57,023,048,157.9 "," 29,441,826,249.3 "
Oct-21,Ilala," 44,436,437,721.2 "," 35,440,512,649.5 "
Nov-21,Ilala," 47,905,117,702.4 "," 29,665,469,091.2 "
Dec-21,Ilala," 86,604,844,699.4 "," 30,997,804,942.2 "
Jul-97,Dar es Salaam," 6,346,341,509.0 "," 11,969,210,247.00 "
Aug-97,Dar es Salaam," 6,376,264,117.0 "," 13,253,023,270.79 "
Sep-97,Dar es Salaam," 14,445,555,449.0 "," 14,088,651,601.66 "
Oct-97,Dar es Salaam," 11,136,100,000.0 "," 13,499,000,000.00 "
Nov-97,Dar es Salaam," 7,051,716,678.0 "," 14,963,780,001.46 "
Dec-97,Dar es Salaam," 14,766,284,700.0 "," 13,060,990,616.80 "
Jan-98,Dar es Salaam," 7,903,797,958.0 "," 13,020,805,445.71 "
Feb-98,Dar es Salaam," 7,947,475,906.0 "," 11,721,042,546.70 "
Mar-98,Dar es Salaam," 16,302,008,844.0 "," 11,815,643,659.56 "
Apr-98,Dar es Salaam," 9,949,816,437.0 "," 13,038,881,738.65 "
May-98,Dar es Salaam," 9,105,966,510.0 "," 13,054,273,499.94 "
Jun-98,Dar es Salaam," 14,763,055,816.0 "," 11,675,255,068.85 "
Jul-98,Dar es Salaam," 8,821,901,457.0 "," 12,938,102,798.00 "
Aug-98,Dar es Salaam," 7,755,916,624.0 "," 14,266,800,334.92 "
Sep-98,Dar es Salaam," 13,747,356,066.0 "," 15,768,651,992.79 "
Oct-98,Dar es Salaam," 12,664,939,723.0 "," 14,511,325,922.73 "
Nov-98,Dar es Salaam," 9,717,725,964.0 "," 15,681,543,362.00 "
Dec-98,Dar es Salaam," 15,025,816,348.0 "," 14,412,414,626.53 "
Jan-99,Dar es Salaam," 10,400,380,621.0 "," 13,520,900,053.93 "
Feb-99,Dar es Salaam," 8,978,034,134.0 "," 11,729,088,600.22 "
Mar-99,Dar es Salaam," 16,806,645,978.0 "," 13,022,659,065.97 "
Apr-99,Dar es Salaam," 10,717,419,669.0 "," 12,054,886,208.13 "
May-99,Dar es Salaam," 9,207,491,505.0 "," 12,756,892,365.05 "
Jun-99,Dar es Salaam," 10,717,419,669.0 "," 12,054,886,208.13 "
Jul-99,Dar es Salaam," 8,741,575,112.0 "," 13,173,737,873.52 "
Aug-99,Dar es Salaam," 9,984,456,225.0 "," 14,452,545,602.00 "
Sep-99,Dar es Salaam," 20,919,213,459.0 "," 13,745,436,403.15 "
Oct-99,Dar es Salaam," 12,845,337,212.0 "," 14,597,844,154.00 "
Nov-99,Dar es Salaam," 13,141,745,731.0 "," 15,608,100,000.00 "
Dec-99,Dar es Salaam," 23,754,000,000.0 "," 15,243,100,000.00 "
Jan-00,Dar es Salaam," 12,666,526,258.0 "," 16,053,401,752.00 "
Feb-00,Dar es Salaam," 12,041,230,000.0 "," 14,488,110,000.00 "
Mar-00,Dar es Salaam," 21,073,391,000.0 "," 14,684,800,000.00 "
Apr-00,Dar es Salaam," 12,251,340,000.0 "," 16,004,570,000.00 "
May-00,Dar es Salaam," 13,899,520,000.0 "," 16,223,270,000.00 "
Jun-00,Dar es Salaam," 19,519,630,000.0 "," 14,851,200,000.00 "
Jul-00,Dar es Salaam," 8,855,134,697.4 "," 12,904,502,981.87 "
Aug-00,Dar es Salaam," 13,252,100,000.0 "," 11,880,700,000.00 "
Sep-00,Dar es Salaam," 19,812,900,000.0 "," 12,558,100,000.00 "
Oct-00,Dar es Salaam," 11,685,300,000.0 "," 14,112,700,000.00 "
Nov-00,Dar es Salaam," 11,893,000,000.0 "," 13,793,000,000.00 "
Dec-00,Dar es Salaam," 15,085,800,000.0 "," 13,165,000,000.00 "
Jan-01,Dar es Salaam," 12,870,190,000.0 "," 13,868,190,000.00 "
Feb-01,Dar es Salaam," 10,585,730,000.0 "," 13,037,690,000.00 "
Mar-01,Dar es Salaam," 15,955,560,000.0 "," 12,890,320,000.00 "
Apr-01,Dar es Salaam," 11,385,760,000.0 "," 14,588,000,000.00 "
May-01,Dar es Salaam," 12,273,250,000.0 "," 13,805,810,000.00 "
Jun-01,Dar es Salaam," 18,373,240,000.0 "," 13,040,270,000.00 "
Jul-01,Dar es Salaam," 9,539,120,000.0 "," 16,620,180,000.00 "
Aug-01,Dar es Salaam," 14,536,000,000.0 "," 13,005,300,000.00 "
Sep-01,Dar es Salaam," 17,610,300,000.0 "," 13,491,200,000.00 "
Oct-01,Dar es Salaam," 13,322,200,000.0 "," 18,862,300,000.00 "
Nov-01,Dar es Salaam," 7,755,400,000.0 "," 3,691,700,000.00 "
Dec-01,Dar es Salaam," 8,752,600,000.0 "," 3,444,800,000.00 "
Jan-02,Dar es Salaam," 7,403,700,000.0 "," 4,044,200,000.00 "
Feb-02,Dar es Salaam," 6,994,500,000.0 "," 3,932,400,000.00 "
Mar-02,Dar es Salaam," 9,093,800,000.0 "," 3,859,200,000.00 "
Apr-02,Dar es Salaam," 7,380,600,000.0 "," 5,257,700,000.00 "
May-02,Dar es Salaam," 7,850,800,000.0 "," 4,666,100,000.00 "
Jun-02,Dar es Salaam," 10,010,100,000.0 "," 4,790,200,000.00 "
Jul-02,Dar es Salaam," 8,268,100,000.0 "," 4,728,500,000.00 "
Aug-02,Dar es Salaam," 8,449,300,000.0 "," 4,489,000,000.00 "
Sep-02,Dar es Salaam," 10,173,600,000.0 "," 4,849,000,000.00 "
Oct-02,Dar es Salaam," 8,632,400,000.0 "," 5,117,600,000.00 "
Nov-02,Dar es Salaam," 8,475,500,000.0 "," 5,265,400,000.00 "
Dec-02,Dar es Salaam," 11,231,100,000.0 "," 4,937,000,000.00 "
Jan-03,Dar es Salaam," 9,106,100,000.0 "," 5,334,000,000.00 "
Feb-03,Dar es Salaam," 8,988,500,000.0 "," 5,237,600,000.00 "
Mar-03,Dar es Salaam," 10,998,500,000.0 "," 5,659,500,000.00 "
Apr-03,Dar es Salaam," 9,150,300,000.0 "," 4,947,300,000.00 "
May-03,Dar es Salaam," 8,959,600,000.0 "," 4,782,500,000.00 "
Jun-03,Dar es Salaam," 11,973,600,000.0 "," 5,266,500,000.00 "
Jul-03,Dar es Salaam," 9,703,300,000.0 "," 5,286,700,000.00 "
Aug-03,Dar es Salaam," 10,153,700,000.0 "," 5,843,600,000.00 "
Sep-03,Dar es Salaam," 13,437,900,000.0 "," 5,974,300,000.00 "
Oct-03,Dar es Salaam," 11,031,600,000.0 "," 6,319,500,000.00 "
Nov-03,Dar es Salaam," 10,237,500,000.0 "," 6,031,100,000.00 "
Dec-03,Dar es Salaam," 14,448,200,000.0 "," 5,551,700,000.00 "
Jan-04,Dar es Salaam," 12,174,400,000.0 "," 6,501,500,000.00 "
Feb-04,Dar es Salaam," 11,983,100,000.0 "," 6,330,400,000.00 "
Mar-04,Dar es Salaam," 14,882,200,000.0 "," 6,614,200,000.00 "
Apr-04,Dar es Salaam," 12,390,100,000.0 "," 6,569,900,000.00 "
May-04,Dar es Salaam," 12,534,200,000.0 "," 6,737,400,000.00 "
Jun-04,Dar es Salaam," 14,822,900,000.0 "," 6,599,300,000.00 "
Jul-04,Dar es Salaam," 7,847,000,000.0 "," 6,037,000,000.00 "
Aug-04,Dar es Salaam," 7,926,600,000.0 "," 5,883,000,000.00 "
Sep-04,Dar es Salaam," 10,777,800,000.0 "," 6,009,000,000.00 "
Oct-04,Dar es Salaam," 8,491,400,000.0 "," 5,836,900,000.00 "
Nov-04,Dar es Salaam," 8,550,300,000.0 "," 6,720,100,000.00 "
Dec-04,Dar es Salaam," 11,958,900,000.0 "," 6,277,800,000.00 "
Jan-05,Dar es Salaam," 8,967,800,000.0 "," 6,064,400,000.00 "
Feb-05,Dar es Salaam," 8,476,600,000.0 "," 6,930,100,000.00 "
Mar-05,Dar es Salaam," 11,305,200,000.0 "," 6,808,800,000.00 "
Apr-05,Dar es Salaam," 8,603,700,000.0 "," 6,493,600,000.00 "
May-05,Dar es Salaam," 9,477,600,000.0 "," 6,761,200,000.00 "
Jun-05,Dar es Salaam," 13,892,700,000.0 "," 7,762,200,000.00 "
Jul-05,Dar es Salaam, -   , -   
Aug-05,Dar es Salaam, -   , -   
Sep-05,Dar es Salaam, -   , -   
Oct-05,Dar es Salaam," 1,250,500,000.0 "," 545,900,000.00 "
Nov-05,Dar es Salaam," 1,195,000,000.0 "," 643,100,000.00 "
Dec-05,Dar es Salaam," 2,323,900,000.0 "," 575,100,000.00 "
Jan-06,Dar es Salaam," 1,425,300,000.0 "," 688,100,000.00 "
Feb-06,Dar es Salaam," 1,505,574,000.0 "," 857,274,000.00 "
Mar-06,Dar es Salaam," 2,118,500,000.0 "," 868,100,000.00 "
Apr-06,Dar es Salaam," 2,418,200,000.0 "," 944,300,000.00 "
May-06,Dar es Salaam," 1,495,700,000.0 "," 1,212,100,000.00 "
Jun-06,Dar es Salaam," 2,338,500,000.0 "," 1,186,000,000.00 "
Jul-06,Dar es Salaam," 1,614,900,000.0 "," 760,500,000.00 "
Aug-06,Dar es Salaam," 1,587,900,000.0 "," 1,101,200,000.00 "
Sep-06,Dar es Salaam," 2,511,420,000.0 "," 942,930,000.00 "
Oct-06,Dar es Salaam," 1,546,600,000.0 "," 739,000,000.00 "
Nov-06,Dar es Salaam," 1,679,500,000.0 "," 968,700,000.00 "
Dec-06,Dar es Salaam," 3,090,400,000.0 "," 1,282,900,000.00 "
Jan-07,Dar es Salaam," 1,752,430,436.6 "," 1,072,788,319.69 "
Feb-07,Dar es Salaam," 2,358,544,285.8 "," 1,355,667,306.51 "
Mar-07,Dar es Salaam," 2,976,816,614.7 "," 1,494,490,470.20 "
Apr-07,Dar es Salaam," 4,059,451,888.1 "," 792,733,913.76 "
May-07,Dar es Salaam," 2,205,322,240.7 "," 1,263,368,116.01 "
Jun-07,Dar es Salaam," 3,700,713,154.7 "," 2,217,266,384.87 "
Jul-07,Dar es Salaam," 1,843,595,922.5 "," 2,061,218,409.48 "
Aug-07,Dar es Salaam," 3,076,037,819.1 "," 1,545,286,386.81 "
Sep-07,Dar es Salaam," 3,585,544,811.9 "," 1,816,601,261.92 "
Oct-07,Dar es Salaam," 2,487,825,962.2 "," 2,338,351,634.32 "
Nov-07,Dar es Salaam," 2,540,283,182.9 "," 2,563,956,973.76 "
Dec-07,Dar es Salaam," 4,326,937,490.7 "," 2,484,983,963.69 "
Jan-08,Dar es Salaam," 2,841,978,649.6 "," 1,636,372,510.16 "
Feb-08,Dar es Salaam," 3,659,917,542.8 "," 2,361,145,399.20 "
