Period,Region,DirectTax,IndirectTax
Aug-18,Kagera," 654,598,305.7 "," 1,333,159,860.1 "
Sep-18,Kagera," 1,348,142,482.4 "," 1,449,234,073.7 "
Oct-18,Kagera," 836,551,959.0 "," 1,514,050,321.2 "
Nov-18,Kagera," 662,316,602.2 "," 1,395,827,701.0 "
Dec-18,Kagera," 1,244,485,822.7 "," 1,317,363,700.09 "
Jan-19,Kagera," 1,085,361,905.4 "," 1,359,395,537.3 "
Feb-19,Kagera," 753,384,256.7 "," 1,376,298,095.1 "
Mar-19,Kagera," 1,749,103,608.2 "," 1,600,089,829.3 "
Apr-19,Kagera, -   ," 1,674,907,525.3 "
May-19,Kagera, -   ," 1,780,245,570.0 "
Jun-19,Kagera, -   ," 1,774,954,626.2 "
Jul-19,Kagera," 830,956,827.7 "," 1,929,586,972.3 "
Aug-19,Kagera," 691,927,969.1 "," 1,908,974,145.7 "
Sep-19,Kagera," 1,456,880,274.9 "," 1,885,749,377.70 "
Oct-19,Kagera," 839,773,928.4 "," 1,940,202,935.3 "
Nov-19,Kagera," 765,725,341.7 "," 1,937,961,941.4 "
Dec-19,Kagera," 1,429,166,105.4 "," 2,002,797,005.8 "
Jan-20,Kagera," 1,123,288,992.2 ", -   
Feb-20,Kagera," 991,912,178.0 ", -   
Mar-20,Kagera," 1,807,829,043.9 ", -   
Apr-20,Kagera," 2,584,723,423.4 "," 1,644,688,071.0 "
May-20,Kagera," 865,516,279.7 "," 1,361,919,683.1 "
Jun-20,Kagera," 2,138,757,965.6 "," 2,130,102,163.4 "
Jul-20,Kagera," 2,312,781,106.3 "," 1,485,868,593.1 "
Aug-20,Kagera," 773,231,979.1 "," 1,561,572,378.8 "
Sep-20,Kagera," 1,731,449,275.2 "," 1,989,669,233.0 "
Oct-20,Kagera," 1,183,636,422.3 "," 1,942,978,491.9 "
Nov-20,Kagera," 826,129,323.5 "," 2,178,039,333.7 "
Dec-20,Kagera," 1,861,385,306.7 "," 2,180,656,894.78 "
Jan-21,Kagera," 1,077,047,636.1 "," 2,346,830,502.5 "
Feb-21,Kagera," 977,456,531.2 "," 2,245,592,118.0 "
Mar-21,Kagera," 2,258,934,457.1 "," 2,355,990,570.0 "
Apr-21,Kagera," 1,118,945,358.9 "," 2,251,483,959.2 "
May-21,Kagera," 1,138,066,047.6 "," 2,357,419,681.9 "
Jun-21,Kagera," 2,000,319,298.9 "," 2,558,233,532.9 "
Jul-21,Kagera," 1,001,418,385.1 "," 2,433,244,786.0 "
Aug-21,Kagera," 970,175,890.1 "," 2,459,937,046.9 "
Sep-21,Kagera," 1,761,723,603.3 "," 2,553,032,804.1 "
Oct-21,Kagera," 963,349,511.8 "," 2,642,470,183.6 "
Nov-21,Kagera," 1,154,002,853.6 "," 2,583,841,245.5 "
Dec-21,Kagera," 3,308,787,744.1 "," 2,720,136,717.9 "
Jul-97,Kigoma," 22,301,099.0 "," 85,571,123.00 "
Aug-97,Kigoma," 27,909,511.0 "," 88,677,170.00 "
Sep-97,Kigoma," 41,358,102.0 "," 88,357,026.10 "
Oct-97,Kigoma," 36,500,000.0 "," 77,800,000.00 "
Nov-97,Kigoma," 21,972,383.0 "," 89,967,964.45 "
Dec-97,Kigoma," 43,803,972.0 "," 80,029,987.70 "
Jan-98,Kigoma," 26,570,181.0 "," 90,110,927.65 "
Feb-98,Kigoma," 22,900,700.0 "," 96,986,277.50 "
Mar-98,Kigoma," 49,054,768.0 "," 66,508,711.00 "
Apr-98,Kigoma," 34,620,417.0 "," 82,114,493.70 "
May-98,Kigoma," 45,839,158.0 "," 81,619,221.25 "
Jun-98,Kigoma," 40,664,291.0 "," 113,584,484.75 "
Jul-98,Kigoma," 29,966,522.0 "," 60,667,348.35 "
Aug-98,Kigoma," 28,200,733.0 "," 69,241,666.50 "
Sep-98,Kigoma," 51,193,340.0 "," 81,773,995.65 "
Oct-98,Kigoma," 36,784,652.0 "," 94,692,961.50 "
Nov-98,Kigoma," 29,693,000.0 "," 85,049,484.95 "
Dec-98,Kigoma," 54,417,909.0 "," 94,259,513.00 "
Jan-99,Kigoma," 40,075,568.0 "," 68,821,691.00 "
Feb-99,Kigoma," 35,742,048.0 "," 63,915,734.00 "
Mar-99,Kigoma," 60,591,336.0 "," 76,551,935.15 "
Apr-99,Kigoma," 51,234,874.0 "," 85,352,499.35 "
May-99,Kigoma," 38,352,602.0 "," 72,057,195.50 "
Jun-99,Kigoma," 51,234,874.0 "," 85,352,499.35 "
Jul-99,Kigoma," 30,800,393.0 "," 77,360,192.75 "
Aug-99,Kigoma," 34,890,158.0 "," 91,442,648.00 "
Sep-99,Kigoma," 51,468,100.0 "," 78,010,079.50 "
Oct-99,Kigoma," 33,042,521.0 "," 73,731,480.00 "
Nov-99,Kigoma," 39,058,219.0 "," 66,702,200.00 "
Dec-99,Kigoma," 39,700,000.0 "," 103,600,000.00 "
Jan-00,Kigoma," 38,714,559.0 "," 78,448,787.00 "
Feb-00,Kigoma," 36,860,000.0 "," 80,743,000.00 "
Mar-00,Kigoma," 91,750,000.0 "," 95,180,000.00 "
Apr-00,Kigoma," 49,310,000.0 "," 75,530,000.00 "
May-00,Kigoma," 48,380,000.0 "," 79,550,000.00 "
Jun-00,Kigoma," 65,310,000.0 "," 105,210,000.00 "
Jul-00,Kigoma," 43,700,000.0 "," 24,600,000.00 "
Aug-00,Kigoma," 51,100,000.0 "," 40,800,000.00 "
Sep-00,Kigoma," 72,400,000.0 "," 32,900,000.00 "
Oct-00,Kigoma," 38,100,000.0 "," 33,600,000.00 "
Nov-00,Kigoma," 64,000,000.0 "," 31,200,000.00 "
Dec-00,Kigoma," 61,300,000.0 "," 29,300,000.00 "
Jan-01,Kigoma," 72,160,000.0 "," 41,130,000.00 "
Feb-01,Kigoma," 56,030,000.0 "," 34,740,000.00 "
Mar-01,Kigoma," 80,520,000.0 "," 30,000,000.00 "
Apr-01,Kigoma," 32,370,000.0 "," 34,255,000.00 "
May-01,Kigoma," 55,800,000.0 "," 41,150,000.00 "
Jun-01,Kigoma," 67,990,000.0 "," 39,640,000.00 "
Jul-01,Kigoma," 50,370,000.0 "," 33,500,000.00 "
Aug-01,Kigoma," 45,500,000.0 "," 37,600,000.00 "
Sep-01,Kigoma," 69,700,000.0 "," 37,800,000.00 "
Oct-01,Kigoma," 57,400,000.0 "," 48,400,000.00 "
Nov-01,Kigoma," 78,400,000.0 "," 49,300,000.00 "
Dec-01,Kigoma," 66,300,000.0 "," 46,600,000.00 "
Jan-02,Kigoma," 61,100,000.0 "," 75,800,000.00 "
Feb-02,Kigoma," 60,500,000.0 "," 45,900,000.00 "
Mar-02,Kigoma," 69,000,000.0 "," 49,600,000.00 "
Apr-02,Kigoma," 52,000,000.0 "," 53,200,000.00 "
May-02,Kigoma," 68,600,000.0 "," 48,000,000.00 "
Jun-02,Kigoma," 90,000,000.0 "," 41,700,000.00 "
Jul-02,Kigoma," 47,400,000.0 "," 48,900,000.00 "
Aug-02,Kigoma," 46,600,000.0 "," 53,100,000.00 "
Sep-02,Kigoma," 52,600,000.0 "," 42,500,000.00 "
Oct-02,Kigoma," 52,900,000.0 "," 51,000,000.00 "
Nov-02,Kigoma," 37,500,000.0 "," 42,600,000.00 "
Dec-02,Kigoma," 104,400,000.0 "," 42,800,000.00 "
Jan-03,Kigoma," 74,200,000.0 "," 48,500,000.00 "
Feb-03,Kigoma," 45,000,000.0 "," 52,700,000.00 "
Mar-03,Kigoma," 79,600,000.0 "," 49,000,000.00 "
Apr-03,Kigoma," 55,900,000.0 "," 51,600,000.00 "
May-03,Kigoma," 54,300,000.0 "," 43,100,000.00 "
Jun-03,Kigoma," 84,300,000.0 "," 38,500,000.00 "
Jul-03,Kigoma," 43,600,000.0 "," 36,700,000.00 "
Aug-03,Kigoma," 49,500,000.0 "," 56,000,000.00 "
Sep-03,Kigoma," 88,800,000.0 "," 54,200,000.00 "
Oct-03,Kigoma," 58,200,000.0 "," 46,900,000.00 "
Nov-03,Kigoma," 25,700,000.0 "," 38,500,000.00 "
Dec-03,Kigoma," 84,300,000.0 "," 51,400,000.00 "
Jan-04,Kigoma," 53,800,000.0 "," 49,000,000.00 "
Feb-04,Kigoma," 53,100,000.0 "," 42,400,000.00 "
Mar-04,Kigoma," 80,700,000.0 "," 59,800,000.00 "
Apr-04,Kigoma," 68,400,000.0 "," 57,000,000.00 "
May-04,Kigoma," 47,900,000.0 "," 50,400,000.00 "
Jun-04,Kigoma," 63,400,000.0 "," 44,700,000.00 "
Jul-04,Kigoma," 58,700,000.0 "," 23,200,000.00 "
Aug-04,Kigoma," 51,600,000.0 "," 22,100,000.00 "
Sep-04,Kigoma," 90,700,000.0 "," 17,200,000.00 "
Oct-04,Kigoma," 56,600,000.0 "," 24,000,000.00 "
Nov-04,Kigoma," 86,000,000.0 "," 18,200,000.00 "
Dec-04,Kigoma," 114,900,000.0 "," 17,100,000.00 "
Jan-05,Kigoma," 49,300,000.0 "," 20,100,000.00 "
Feb-05,Kigoma," 77,200,000.0 "," 18,600,000.00 "
Mar-05,Kigoma," 192,000,000.0 "," 33,100,000.00 "
Apr-05,Kigoma," 81,700,000.0 "," 18,700,000.00 "
May-05,Kigoma," 117,000,000.0 "," 19,000,000.00 "
Jun-05,Kigoma," 151,200,000.0 "," 23,900,000.00 "
Jul-05,Kigoma," 90,200,000.0 ", -   
Aug-05,Kigoma," 136,600,000.0 ", -   
Sep-05,Kigoma," 135,200,000.0 "," 16,200,000.00 "
Oct-05,Kigoma," 79,400,000.0 "," 19,800,000.00 "
Nov-05,Kigoma," 93,900,000.0 "," 25,500,000.00 "
Dec-05,Kigoma," 146,100,000.0 "," 34,300,000.00 "
Jan-06,Kigoma," 67,900,000.0 "," 29,200,000.00 "
Feb-06,Kigoma," 86,300,000.0 "," 26,911,000.00 "
Mar-06,Kigoma," 228,700,000.0 "," 24,000,000.00 "
Apr-06,Kigoma," 73,200,000.0 "," 20,800,000.00 "
May-06,Kigoma," 115,300,000.0 "," 22,200,000.00 "
Jun-06,Kigoma," 174,700,000.0 "," 21,500,000.00 "
Jul-06,Kigoma," 82,100,000.0 "," 18,000,000.00 "
Aug-06,Kigoma," 119,100,000.0 "," 28,300,000.00 "
Sep-06,Kigoma," 161,360,000.0 "," 38,970,000.00 "
Oct-06,Kigoma," 104,600,000.0 "," 43,500,000.00 "
Nov-06,Kigoma," 70,800,000.0 "," 31,500,000.00 "
Dec-06,Kigoma," 165,100,000.0 "," 14,900,000.00 "
Jan-07,Kigoma," 82,686,712.9 "," 34,725,827.42 "
Feb-07,Kigoma," 119,048,279.2 "," 33,048,673.73 "
Mar-07,Kigoma," 210,710,493.3 "," 35,455,809.61 "
Apr-07,Kigoma," 128,788,030.6 "," 34,326,992.75 "
May-07,Kigoma," 81,013,434.8 "," 39,698,802.57 "
Jun-07,Kigoma," 205,493,486.1 "," 31,620,656.10 "
Jul-07,Kigoma," 107,747,535.4 "," 31,162,245.23 "
Aug-07,Kigoma," 125,706,173.0 "," 48,689,329.96 "
Sep-07,Kigoma," 178,358,148.9 "," 61,736,429.63 "
Oct-07,Kigoma," 114,478,300.2 "," 69,227,331.26 "
Nov-07,Kigoma," 93,052,095.6 "," 81,469,911.14 "
Dec-07,Kigoma," 200,453,339.5 "," 77,057,496.16 "
Jan-08,Kigoma," 129,255,336.0 "," 76,933,022.01 "
Feb-08,Kigoma," 78,735,301.8 "," 58,905,735.60 "
Mar-08,Kigoma," 264,260,072.1 "," 51,922,044.50 "
Apr-08,Kigoma," 135,777,724.2 "," 59,367,917.87 "
May-08,Kigoma," 148,945,523.0 "," 43,321,680.85 "
Jun-08,Kigoma," 245,676,082.5 "," 49,171,865.30 "
Jul-08,Kigoma," 118,126,560.5 "," 55,234,573.89 "
Aug-08,Kigoma," 154,510,603.3 "," 46,621,922.26 "
Sep-08,Kigoma," 294,927,782.2 "," 62,903,275.00 "
Oct-08,Kigoma," 202,049,666.7 "," 77,425,899.47 "
Nov-08,Kigoma," 115,339,541.0 "," 94,282,041.00 "
Dec-08,Kigoma," 266,725,237.1 "," 51,777,298.06 "
Jan-09,Kigoma," 106,162,836.7 "," 54,810,311.37 "
Feb-09,Kigoma," 132,849,863.7 "," 52,038,911.16 "
Mar-09,Kigoma," 294,471,968.8 "," 50,825,844.60 "
Apr-09,Kigoma," 129,230,040.3 "," 57,000,000.00 "
May-09,Kigoma," 144,375,418.1 "," 58,600,318.24 "
Jun-09,Kigoma," 272,278,413.9 "," 60,267,235.84 "
Jul-09,Kigoma," 145,918,895.4 "," 65,927,633.55 "
Aug-09,Kigoma," 168,174,027.5 "," 81,296,977.13 "
Sep-09,Kigoma," 255,877,942.2 "," 63,602,014.60 "
Oct-09,Kigoma," 151,866,419.6 "," 61,757,267.00 "
Nov-09,Kigoma," 132,435,325.8 "," 68,135,184.20 "
Dec-09,Kigoma," 339,447,995.8 "," 63,750,173.68 "
Jan-10,Kigoma," 186,941,407.3 "," 47,833,235.81 "
Feb-10,Kigoma," 115,537,080.4 "," 55,397,755.00 "
Mar-10,Kigoma," 397,746,803.5 "," 70,160,497.50 "
Apr-10,Kigoma," 341,333,771.2 "," 58,446,978.61 "
May-10,Kigoma," 173,893,851.6 "," 83,982,280.40 "
Jun-10,Kigoma," 306,125,352.9 "," 72,121,402.50 "
Jul-10,Kigoma," 176,152,076.0 "," 79,175,330.80 "
Aug-10,Kigoma," 158,087,772.0 "," 104,866,150.00 "
Sep-10,Kigoma," 344,244,403.2 "," 120,421,794.00 "
Oct-10,Kigoma," 167,849,247.6 "," 84,135,164.86 "
Nov-10,Kigoma," 166,611,206.9 "," 104,989,021.00 "
Dec-10,Kigoma," 322,214,323.6 "," 108,108,965.00 "
Jan-11,Kigoma," 165,531,158.4 "," 83,512,188.98 "
Feb-11,Kigoma," 178,972,422.4 "," 72,452,403.00 "
Mar-11,Kigoma," 447,300,660.6 "," 116,146,195.71 "
Apr-11,Kigoma," 172,068,429.6 "," 93,595,088.40 "
May-11,Kigoma," 213,089,986.9 "," 112,838,976.56 "
Jun-11,Kigoma," 309,327,057.4 "," 135,681,891.54 "
Jul-11,Kigoma," 139,624,738.1 "," 113,607,793.07 "
Aug-11,Kigoma," 205,743,797.8 "," 153,759,743.09 "
Sep-11,Kigoma," 335,527,398.8 "," 120,499,500.85 "
Oct-11,Kigoma," 193,335,203.1 "," 130,037,293.55 "
Nov-11,Kigoma," 168,936,264.9 "," 160,345,573.35 "
Dec-11,Kigoma," 377,444,751.2 "," 166,842,961.28 "
Jan-12,Kigoma," 114,936,973.6 "," 116,688,939.08 "
Feb-12,Kigoma," 209,034,094.9 "," 118,130,592.75 "
Mar-12,Kigoma," 495,601,146.6 "," 190,067,359.92 "
Apr-12,Kigoma," 174,014,307.8 "," 141,983,484.33 "
May-12,Kigoma," 210,776,199.2 "," 157,737,915.04 "
Jun-12,Kigoma," 417,774,086.7 "," 198,225,746.57 "
Jul-12,Kigoma," 206,496,701.0 "," 157,476,754.67 "
Aug-12,Kigoma," 165,522,448.0 "," 195,372,918.00 "
Sep-12,Kigoma," 373,858,714.1 "," 188,109,617.42 "
Oct-12,Kigoma," 373,858,714.1 "," 178,797,843.00 "
Nov-12,Kigoma," 186,606,555.2 "," 213,309,838.27 "
Dec-12,Kigoma," 176,357,750.9 "," 164,615,953.88 "
Jan-13,Kigoma," 149,111,736.0 "," 172,209,228.39 "
Feb-13,Kigoma," 199,593,485.1 "," 225,335,020.98 "
Mar-13,Kigoma," 470,192,649.9 "," 225,929,831.00 "
Apr-13,Kigoma," 135,797,746.9 "," 223,731,427.35 "
May-13,Kigoma," 200,258,017.7 "," 213,727,034.23 "
Jun-13,Kigoma," 487,070,848.8 "," 209,294,611.90 "
Jul-13,Kigoma," 186,568,671.1 "," 159,571,977.10 "
Aug-13,Kigoma," 193,632,140.5 "," 297,463,924.93 "
Sep-13,Kigoma," 399,689,423.8 "," 214,454,812.00 "
Oct-13,Kigoma," 193,185,270.0 "," 184,074,381.54 "
Nov-13,Kigoma," 189,631,537.0 "," 179,751,484.05 "
Dec-13,Kigoma," 489,318,517.4 "," 160,270,279.00 "
Jan-14,Kigoma," 275,204,835.3 "," 177,843,245.06 "
Feb-14,Kigoma," 218,321,800.9 "," 170,018,511.00 "
Mar-14,Kigoma," 602,106,519.8 "," 154,904,156.86 "
Apr-14,Kigoma," 330,241,532.3 "," 147,151,132.50 "
May-14,Kigoma," 407,438,842.8 "," 184,694,898.17 "
Jun-14,Kigoma," 611,683,487.4 "," 143,354,625.70 "
Jul-14,Kigoma," 225,318,057.7 "," 153,310,552.60 "
Aug-14,Kigoma," 304,593,864.2 "," 213,825,435.80 "
Sep-14,Kigoma," 591,631,757.5 "," 235,359,538.00 "
Oct-14,Kigoma," 305,207,631.3 "," 246,861,187.22 "
Nov-14,Kigoma," 283,270,115.9 "," 209,610,294.50 "
Dec-14,Kigoma," 528,115,980.9 "," 223,246,254.80 "
Jan-15,Kigoma," 305,264,981.5 "," 343,178,506.56 "
Feb-15,Kigoma," 251,563,531.0 "," 226,864,491.96 "
Mar-15,Kigoma," 588,984,541.3 "," 256,357,520.61 "
Apr-15,Kigoma," 208,099,027.7 "," 195,743,449.10 "
May-15,Kigoma," 426,859,263.0 "," 209,124,227.62 "
Jun-15,Kigoma," 663,604,486.0 "," 170,313,906.76 "
Jul-15,Kigoma," 340,826,891.5 "," 224,060,758.80 "
Aug-15,Kigoma," 185,986,846.9 "," 208,141,635.08 "
Sep-15,Kigoma," 661,707,488.7 "," 277,870,821.66 "
Oct-15,Kigoma," 442,867,606.0 "," 234,340,353.43 "
Nov-15,Kigoma," 237,964,381.9 "," 256,998,715.43 "
Dec-15,Kigoma," 665,230,268.2 "," 344,016,575.63 "
Jan-16,Kigoma," 671,397,062.6 "," 385,408,885.41 "
Feb-16,Kigoma," 283,894,842.8 "," 224,395,018.79 "
Mar-16,Kigoma," 995,560,075.1 "," 214,158,332.70 "
Apr-16,Kigoma," 394,406,218.0 "," 191,148,419.27 "
May-16,Kigoma," 309,840,194.1 "," 239,988,378.41 "
Jun-16,Kigoma," 963,969,248.8 "," 334,806,164.96 "
Jul-16,Kigoma," 576,884,506.1 "," 300,301,773.55 "
Aug-16,Kigoma," 416,777,132.5 "," 774,482,772.21 "
Sep-16,Kigoma," 828,206,585.6 "," 292,499,285.40 "
Oct-16,Kigoma," 360,137,456.3 "," 214,076,773.95 "
Nov-16,Kigoma," 780,785,322.6 "," 229,326,313.27 "
Dec-16,Kigoma," 1,203,786,011.2 "," 194,316,116.47 "
Jan-17,Kigoma," 574,173,763.8 "," 352,574,394.37 "
Feb-17,Kigoma," 1,058,531,176.1 "," 602,214,360.21 "
Mar-17,Kigoma," 1,020,107,313.0 "," 533,733,969.38 "
Apr-17,Kigoma," 604,018,775.1 "," 255,746,144.67 "
May-17,Kigoma," 616,895,162.0 "," 325,971,392.58 "
Jun-17,Kigoma," 843,199,423.4 "," 262,765,281.58 "
Jul-17,Kigoma," 707,317,291.5 "," 130,230,387.24 "
Aug-17,Kigoma," 540,607,629.4 "," 241,680,728.48 "
Sep-17,Kigoma," 995,823,259.0 "," 225,138,169.31 "
Oct-17,Kigoma," 660,283,905.8 "," 246,166,491.48 "
Nov-17,Kigoma," 600,558,742.6 "," 356,515,389.73 "
Dec-17,Kigoma," 993,059,189.4 "," 168,755,966.41 "
Jan-18,Kigoma," 819,106,772.2 "," 162,551,983.1 "
Feb-18,Kigoma," 1,114,159,012.9 "," 165,080,032.0 "
Mar-18,Kigoma," 1,202,504,839.0 "," 115,587,661.3 "
Apr-18,Kigoma," 553,804,416.7 "," 116,191,757.1 "
May-18,Kigoma," 651,100,268.7 "," 149,485,934.9 "
Jun-18,Kigoma," 1,445,883,802.5 "," 124,278,564.7 "
Jul-18,Kigoma," 781,994,283.9 "," 132,484,652.2 "
Aug-18,Kigoma," 483,223,619.2 "," 116,661,165.0 "
Sep-18,Kigoma," 1,141,773,344.1 "," 339,973,991.5 "
Oct-18,Kigoma," 690,433,328.0 "," 150,171,894.7 "
Nov-18,Kigoma," 550,301,698.7 "," 217,581,761.5 "
Dec-18,Kigoma," 1,207,439,381.1 "," 142,054,474.07 "
Jan-19,Kigoma," 609,910,168.7 "," 199,836,897.1 "
Feb-19,Kigoma," 4,863,956,305.4 "," 160,124,039.7 "
Mar-19,Kigoma," 1,466,625,870.5 "," 155,059,169.7 "
Apr-19,Kigoma, -   ," 271,973,317.4 "
May-19,Kigoma, -   ," 224,622,152.8 "
Jun-19,Kigoma, -   ," 282,133,741.2 "
Jul-19,Kigoma," 944,036,981.7 "," 310,049,869.8 "
Aug-19,Kigoma," 861,809,327.8 "," 202,358,666.4 "
Sep-19,Kigoma," 1,442,876,014.4 "," 176,539,715.97 "
Oct-19,Kigoma," 885,280,365.9 "," 190,831,701.2 "
Nov-19,Kigoma," 713,539,622.3 "," 154,577,519.9 "
Dec-19,Kigoma," 1,608,938,947.6 "," 155,471,256.5 "
Jan-20,Kigoma," 976,660,517.8 ", -   
Feb-20,Kigoma," 926,169,457.2 ", -   
Mar-20,Kigoma," 1,603,688,815.0 ", -   
Apr-20,Kigoma," 865,783,456.3 "," 125,670,187.0 "
May-20,Kigoma," 892,753,945.5 "," 133,304,720.2 "
Jun-20,Kigoma," 1,734,218,847.3 "," 300,193,641.8 "
Jul-20,Kigoma," 1,590,411,841.0 "," 195,987,266.7 "
Aug-20,Kigoma," 671,469,869.3 "," 185,025,366.1 "
Sep-20,Kigoma," 1,385,681,139.3 "," 395,347,964.8 "
Oct-20,Kigoma," 724,306,020.0 "," 225,434,240.3 "
Nov-20,Kigoma," 877,658,874.5 "," 223,912,705.1 "
Dec-20,Kigoma," 1,606,117,952.5 "," 235,943,829.38 "
Jan-21,Kigoma," 660,026,666.3 "," 220,159,351.0 "
Feb-21,Kigoma," 850,379,526.3 "," 250,705,994.3 "
Mar-21,Kigoma," 1,444,570,216.1 "," 195,796,549.4 "
Apr-21,Kigoma," 764,783,069.9 "," 161,305,983.1 "
May-21,Kigoma," 794,684,793.9 "," 188,805,198.1 "
Jun-21,Kigoma," 2,359,056,853.4 "," 179,101,596.0 "
Jul-21,Kigoma," 1,177,428,655.6 "," 182,142,214.5 "
Aug-21,Kigoma," 891,958,126.2 "," 248,212,366.4 "
Sep-21,Kigoma," 1,324,616,817.9 "," 216,061,450.7 "
Oct-21,Kigoma," 902,143,243.6 "," 180,386,292.0 "
Nov-21,Kigoma," 997,115,549.7 "," 212,120,412.2 "
Dec-21,Kigoma," 1,727,502,613.8 "," 238,144,582.2 "
Jul-97,Kilimanjaro," 175,531,509.0 "," 419,196,345.00 "
Aug-97,Kilimanjaro," 282,424,881.0 "," 436,222,234.45 "
Sep-97,Kilimanjaro," 501,471,215.0 "," 507,477,302.05 "
Oct-97,Kilimanjaro," 354,300,000.0 "," 522,600,000.00 "
Nov-97,Kilimanjaro," 320,192,253.0 "," 555,089,029.80 "
Dec-97,Kilimanjaro," 542,180,478.0 "," 509,072,974.25 "
Jan-98,Kilimanjaro," 347,378,925.0 "," 499,468,275.25 "
Feb-98,Kilimanjaro," 283,087,535.0 "," 539,652,371.05 "
Mar-98,Kilimanjaro," 356,106,176.0 "," 501,104,724.15 "
Apr-98,Kilimanjaro," 250,250,315.0 "," 454,319,998.75 "
May-98,Kilimanjaro," 294,554,714.0 "," 455,967,779.50 "
Jun-98,Kilimanjaro," 481,093,775.0 "," 401,580,863.35 "
Jul-98,Kilimanjaro," 191,679,746.0 "," 370,863,303.80 "
Aug-98,Kilimanjaro," 157,986,894.0 "," 390,402,424.35 "
Sep-98,Kilimanjaro," 542,156,043.0 "," 516,780,543.40 "
Oct-98,Kilimanjaro," 372,021,419.0 "," 540,267,105.15 "
Nov-98,Kilimanjaro," 329,456,463.0 "," 628,998,753.35 "
Dec-98,Kilimanjaro," 535,650,168.0 "," 674,974,319.05 "
Jan-99,Kilimanjaro," 310,867,681.0 "," 712,039,325.25 "
Feb-99,Kilimanjaro," 277,168,569.0 "," 698,350,254.65 "
Mar-99,Kilimanjaro," 456,657,500.0 "," 742,837,337.20 "
Apr-99,Kilimanjaro," 350,778,652.0 "," 880,540,072.00 "
May-99,Kilimanjaro," 332,971,298.0 "," 913,535,297.25 "
Jun-99,Kilimanjaro," 350,778,652.0 "," 880,540,072.00 "
Jul-99,Kilimanjaro," 206,648,192.0 "," 602,936,142.55 "
Aug-99,Kilimanjaro," 320,287,114.0 "," 765,633,457.00 "
Sep-99,Kilimanjaro," 550,084,632.0 "," 914,421,083.00 "
Oct-99,Kilimanjaro," 401,503,963.0 "," 1,022,998,512.00 "
Nov-99,Kilimanjaro," 348,359,821.0 "," 1,047,942,932.00 "
Dec-99,Kilimanjaro," 645,300,000.0 "," 1,173,800,000.00 "
Jan-00,Kilimanjaro," 350,536,859.0 "," 1,474,423,739.00 "
Feb-00,Kilimanjaro," 340,640,000.0 "," 1,173,990,000.00 "
Mar-00,Kilimanjaro," 655,490,000.0 "," 1,109,940,000.00 "
Apr-00,Kilimanjaro," 367,660,000.0 "," 930,970,000.00 "
May-00,Kilimanjaro," 347,540,000.0 "," 892,420,000.00 "
Jun-00,Kilimanjaro," 528,610,000.0 "," 1,122,840,000.00 "
Jul-00,Kilimanjaro," 261,500,000.0 "," 812,500,000.00 "
Aug-00,Kilimanjaro," 315,800,000.0 "," 835,300,000.00 "
Sep-00,Kilimanjaro," 523,300,000.0 "," 979,600,000.00 "
Oct-00,Kilimanjaro," 360,500,000.0 "," 1,125,900,000.00 "
Nov-00,Kilimanjaro," 391,080,000.0 "," 1,227,800,000.00 "
Dec-00,Kilimanjaro," 327,900,000.0 "," 748,400,000.00 "
Jan-01,Kilimanjaro," 385,130,000.0 "," 1,015,370,000.00 "
Feb-01,Kilimanjaro," 329,080,000.0 "," 748,930,000.00 "
Mar-01,Kilimanjaro," 552,070,000.0 "," 934,150,000.00 "
Apr-01,Kilimanjaro," 322,410,000.0 "," 902,741,000.00 "
May-01,Kilimanjaro," 372,430,000.0 "," 734,140,000.00 "
Jun-01,Kilimanjaro," 668,190,000.0 "," 836,290,000.00 "
Jul-01,Kilimanjaro," 284,610,000.0 "," 703,650,000.00 "
Aug-01,Kilimanjaro," 360,600,000.0 "," 754,100,000.00 "
Sep-01,Kilimanjaro," 448,100,000.0 "," 814,800,000.00 "
Oct-01,Kilimanjaro," 360,700,000.0 "," 456,400,000.00 "
Nov-01,Kilimanjaro," 311,600,000.0 "," 618,400,000.00 "
Dec-01,Kilimanjaro," 520,200,000.0 "," 657,400,000.00 "
Jan-02,Kilimanjaro," 409,000,000.0 "," 506,900,000.00 "
Feb-02,Kilimanjaro," 372,600,000.0 "," 655,000,000.00 "
Mar-02,Kilimanjaro," 635,300,000.0 "," 519,800,000.00 "
Apr-02,Kilimanjaro," 330,100,000.0 "," 562,900,000.00 "
May-02,Kilimanjaro," 294,400,000.0 "," 630,200,000.00 "
Jun-02,Kilimanjaro," 527,400,000.0 "," 598,300,000.00 "
Jul-02,Kilimanjaro," 332,800,000.0 "," 471,200,000.00 "
Aug-02,Kilimanjaro," 276,100,000.0 "," 643,800,000.00 "
Sep-02,Kilimanjaro," 806,500,000.0 "," 603,800,000.00 "
Oct-02,Kilimanjaro," 385,100,000.0 "," 596,600,000.00 "
Nov-02,Kilimanjaro," 437,600,000.0 "," 587,300,000.00 "
Dec-02,Kilimanjaro," 547,700,000.0 "," 731,000,000.00 "
Jan-03,Kilimanjaro," 335,500,000.0 "," 638,700,000.00 "
Feb-03,Kilimanjaro," 428,500,000.0 "," 633,900,000.00 "
Mar-03,Kilimanjaro," 719,100,000.0 "," 600,400,000.00 "
Apr-03,Kilimanjaro," 562,300,000.0 "," 566,800,000.00 "
